time,group,cuminc
0.0,Q1,0.0
0.06030150753768844,Q1,0.0
0.12060301507537688,Q1,0.0
0.18090452261306533,Q1,0.0
0.24120603015075376,Q1,0.0
0.3015075376884422,Q1,0.0
0.36180904522613067,Q1,0.0
0.4221105527638191,Q1,0.0
0.4824120603015075,Q1,0.0
0.542713567839196,Q1,0.0
0.6030150753768844,Q1,0.0
0.6633165829145728,Q1,0.0
0.7236180904522613,Q1,0.0
0.7839195979899497,Q1,0.0
0.8442211055276382,Q1,0.0
0.9045226130653266,Q1,0.0
0.964824120603015,Q1,0.0
1.0251256281407035,Q1,0.0
1.085427135678392,Q1,0.0
1.1457286432160803,Q1,0.0
1.2060301507537687,Q1,0.0
1.2663316582914572,Q1,0.0
1.3266331658291457,Q1,0.0
1.3869346733668342,Q1,8.96298288085573e-05
1.4472361809045227,Q1,8.96298288085573e-05
1.507537688442211,Q1,8.96298288085573e-05
1.5678391959798994,Q1,8.96298288085573e-05
1.6281407035175879,Q1,8.96298288085573e-05
1.6884422110552764,Q1,8.96298288085573e-05
1.7487437185929648,Q1,8.96298288085573e-05
1.809045226130653,Q1,8.96298288085573e-05
1.8693467336683416,Q1,8.96298288085573e-05
1.92964824120603,Q1,8.96298288085573e-05
1.9899497487437185,Q1,8.96298288085573e-05
2.050251256281407,Q1,8.96298288085573e-05
2.1105527638190953,Q1,8.96298288085573e-05
2.170854271356784,Q1,8.96298288085573e-05
2.2311557788944723,Q1,8.96298288085573e-05
2.2914572864321605,Q1,8.96298288085573e-05
2.351758793969849,Q1,0.0001792596576156713
2.4120603015075375,Q1,0.00026888948642134203
2.472361809045226,Q1,0.00026888948642134203
2.5326633165829144,Q1,0.00026888948642134203
2.5929648241206027,Q1,0.00026888948642134203
2.6532663316582914,Q1,0.0003585193152287891
2.7135678391959797,Q1,0.0003585193152287891
2.7738693467336684,Q1,0.0003585193152287891
2.8341708542713566,Q1,0.0003585193152287891
2.8944723618090453,Q1,0.0003585193152287891
2.9547738693467336,Q1,0.0003585193152287891
3.015075376884422,Q1,0.0003585193152287891
3.0753768844221105,Q1,0.0003585193152287891
3.135678391959799,Q1,0.0003585193152287891
3.1959798994974875,Q1,0.0003585193152287891
3.2562814070351758,Q1,0.0003585193152287891
3.316582914572864,Q1,0.0003585193152287891
3.3768844221105527,Q1,0.0003585193152287891
3.437185929648241,Q1,0.0003585193152287891
3.4974874371859297,Q1,0.0003585193152287891
3.557788944723618,Q1,0.0003585193152287891
3.618090452261306,Q1,0.0003585193152287891
3.678391959798995,Q1,0.0003585193152287891
3.738693467336683,Q1,0.0003585193152287891
3.798994974874372,Q1,0.0003585193152287891
3.85929648241206,Q1,0.0003585193152287891
3.9195979899497484,Q1,0.000448149144035348
3.979899497487437,Q1,0.000448149144035348
4.040201005025126,Q1,0.000448149144035348
4.100502512562814,Q1,0.000448149144035348
4.160804020100502,Q1,0.000448149144035348
4.221105527638191,Q1,0.0005377789728433502
4.281407035175879,Q1,0.0005377789728433502
4.341708542713568,Q1,0.0005377789728433502
4.402010050251256,Q1,0.0005377789728433502
4.4623115577889445,Q1,0.0005377789728433502
4.522613065326633,Q1,0.0005377789728433502
4.582914572864321,Q1,0.0005377789728433502
4.64321608040201,Q1,0.0005377789728433502
4.703517587939698,Q1,0.0005377789728433502
4.763819095477387,Q1,0.000627408801649576
4.824120603015075,Q1,0.000627408801649576
4.884422110552763,Q1,0.0007170386304571341
4.944723618090452,Q1,0.0007170386304571341
5.005025125628141,Q1,0.0007170386304571341
5.065326633165829,Q1,0.0007170386304571341
5.125628140703517,Q1,0.0007170386304571341
5.185929648241205,Q1,0.0008066684592639151
5.2462311557788945,Q1,0.0008066684592639151
5.306532663316583,Q1,0.000896298288070474
5.366834170854271,Q1,0.000896298288070474
5.427135678391959,Q1,0.000896298288070474
